,Data,User,Pesan,Jam,Tanggal
681,682,Humam,"Membalas : Haka WMUU
jangan lupa roketnya bang",9:34:03 AM,Friday March 26 2021
682,683,John Venus,Haka WMUU,9:32:53 AM,Friday March 26 2021
683,684,Jafar Sim,"Membalas : Volumenya juga mesti besar bukannya pak ?
Oiya ga usa dibahas lagi deh, kita bahas agro aja yuuukkk gaaeess,, gpp ga htf juga, chart daily dan weekly sudah menunjukkan candle reversal hari ini cmiiw cici guru  ",9:30:01 AM,Friday March 26 2021
684,685,Rui :rocket: :speedboat::dancer: ,"Membalas : Photo
Tapi kayanya kudu ARA ini biar jebol resisten 496nya biar HTF kak  ",9:28:48 AM,Friday March 26 2021
685,686,Jafar Sim,"Membalas : Volumenya juga mesti besar bukannya pak ?
Nope, tudei masih masa konsolidasi volume harus rendah, senin baru meroket dengan volume besar, saya pasang buy 408 all in ga dapat  nih stress saya  ",9:28:22 AM,Friday March 26 2021
686,687,Jafar Sim,"Membalas : pak, biarkan saja senyap  
Oh iya ya    woke deh agro aja ayok ayok agro skrg 1060 feeling saya hari ini agro closing di 1030 
1030-1134-1208-1290 siapa mau serokk 1060 1060 ayok ayok",9:26:16 AM,Friday March 26 2021
687,688,Hendro Masori,"Membalas : Suhu-suhu sekalian, newbie mau tanya. Saya belum pernah rasain stocksplit. Misal emiten A ingin stocksplit dengan ratio 1:2. Ap
10 jadi 20. Kalau dijual 10 ya tinggal 10 dong
Membalas : Sekuritas SP ya pak de ?
   ",9:24:30 AM,Friday March 26 2021
688,689,Satimin Sejati,"Membalas : Saya malah mikirnya DJI ijo aja IHSG kita merah, apalagi DJI merah hmm IHSG ungu xixixi
Hahaha",9:17:00 AM,Friday March 26 2021
689,690,Fei,"Membalas : antm dorong ihsg  
Eric tohir effect ya ini",9:16:03 AM,Friday March 26 2021
690,691,Bu Nana,Same uda 450,9:15:32 AM,Friday March 26 2021
691,692,as s,antm dorong ihsg  ,9:15:24 AM,Friday March 26 2021
692,693,Jafar Sim,"Dmmx tudeii gaaeess chart sesuai jadwal lukisan
Ini adalah foto",9:14:36 AM,Friday March 26 2021
693,694,Fajar Oktavaria,"Membalas : begitu ihsg merah, aplikasi Protrader saya langsung bug ga bisa liat indeks
",9:11:17 AM,Friday March 26 2021
694,695,Vivian,Mantoelll nih same,9:11:15 AM,Friday March 26 2021
695,696,Eddie,"Baru 10 menit open, BBCA udh dijual asing 50M, awalan yg buruk bagi IHSG   ",9:10:44 AM,Friday March 26 2021
696,697,hery,"Membalas : tapiii...bursa lain merah ihsg pasti merah   
merah artinya berani!!  ",9:10:35 AM,Friday March 26 2021
697,698,Mini Me,"Ada apa dengan IHSG sih, sedih. Rasanya kayak di ghosting  ",9:10:17 AM,Friday March 26 2021
698,699,Virgaust,"Membalas : tapiii...bursa lain merah ihsg pasti merah   
seengganya, IHSG tampil apa adanya koh. merah ya merah   tidak membuat tersenyum diawal untuk disakiti kemudian  ",9:10:09 AM,Friday March 26 2021
699,700,Faliq H,"bursa lain merah, IHSG HALT!",9:09:24 AM,Friday March 26 2021
700,701,Hendra Choo,ihsg memang top     berani tampil beda..,9:08:57 AM,Friday March 26 2021
701,702,Fajar Oktavaria,"Membalas : tapiii...bursa lain merah ihsg pasti merah   
begitu ihsg merah, aplikasi Protrader saya langsung bug ga bisa liat indeks   ",9:08:45 AM,Friday March 26 2021
702,703,Benhan,"Membalas : https://market.bisnis.com/read/20210308/192/1365014/clover-universal-tambah-kepemilikan-di-centratama-cent-jadi-4795-persen Ent
Kita udah bahas ini sejak minggu lalu... hehe seperti biasa berita keluar belakangan",9:08:32 AM,Friday March 26 2021
703,704,Erich,"Membalas : tapiii...bursa lain merah ihsg pasti merah   
namanya konsisten hu..    ",9:06:34 AM,Friday March 26 2021
704,705,Billy,"Membalas : bursa lain bole ijo...ihsg harus merahhhhhh
tapiii...bursa lain merah ihsg pasti merah   ",9:05:57 AM,Friday March 26 2021
705,706,Aliong,"Cuma 5 menit aja tahannya, sering konsul ke dokter ini hrsnya ihsg",9:05:55 AM,Friday March 26 2021
706,707,Erich,bursa lain bole ijo...ihsg harus merahhhhhh,9:05:34 AM,Friday March 26 2021
707,708,Aho Lie,"Membalas : https://market.bisnis.com/read/20210308/192/1365014/clover-universal-tambah-kepemilikan-di-centratama-cent-jadi-4795-persen Ent
Yg bener 168 pak hargsnys itu tau beritsnys  ",9:04:01 AM,Friday March 26 2021
708,709,Bapakne Naila,"Membalas : https://market.bisnis.com/read/20210308/192/1365014/clover-universal-tambah-kepemilikan-di-centratama-cent-jadi-4795-persen Ent
Dah kedetek bot


Berikut ini adalahsaham-saham yang terindikasi terjadi crossing( transaksi tutup sendiri ) di pasar Negosiasi pada tanggal 2021-02-24

CENT; done at:168; value:2006.44 B
BBCA; done at:33875; value:294.49 B
ASII; done at:5752; value:150.46 B
BBRI; done at:4790; value:74.92 B
*)TLKM; done at:3540; value:73.27 B
*)MDKA; done at:2750; value:26.00 B

Kode saham dengan tanda *) adalah konstituen Indeks Saham Syariah Indonesia (ISSI) .",9:04:01 AM,Friday March 26 2021
709,710,Luky,"Membalas : https://market.bisnis.com/read/20210308/192/1365014/clover-universal-tambah-kepemilikan-di-centratama-cent-jadi-4795-persen Ent
168 pak, bukan 268",9:00:01 AM,Friday March 26 2021
710,711,Kirana L,"Membalas : Jd ingat film Capt Phillips :ship:
Kaya insight sahamnya bakal naik ya pak",8:57:27 AM,Friday March 26 2021
711,712,Bapakne Naila,"Membalas : Lumayan sih volume 4 hari terakhir. Tapi ya bisa jadi ada yg akumulasi minor. MG contohnya masuk sejak 15 Mar di ESSA
Biasakan ga liat kode broker, full chart saja. Biar besok ga kaget wkwkw
Liatin fase akum, reakum, markup, distr, markdown. Teorinya wyckof sama dow kepake lah besok hehe",8:57:22 AM,Friday March 26 2021
712,713,JSugiarto,"Membalas : deket somalia, dihijjack ga ya
Jd ingat film Capt Phillips :ship:",8:57:00 AM,Friday March 26 2021
713,714,Rui :rocket: :speedboat::dancer: ,"Membalas : Meteor garden!    viral di binus  
Alamakkk     ... sama counter strike juga of course... jaman2 masa indah saya sama Nana   ",8:55:57 AM,Friday March 26 2021
714,715,Benhan,"Membalas : Kalo saya sih ngira masih reakum lagi, bikin flag. Belum ada selling climaxnya, volume turun kmaren juga rendah
Lumayan sih volume 4 hari terakhir. Tapi ya bisa jadi ada yg akumulasi minor. MG contohnya masuk sejak 15 Mar di ESSA",8:54:21 AM,Friday March 26 2021
715,716,Fajri Yusuf,"Membalas : Stock split beda sama deviden pak. Kalo mau dapet yang di split, stock nya ya harus di hold sampai hari perdagangan dengan nomin
Terima kasih para suhu atas penjelasannya kepada newbie ini   saya mengira ada reqdatenya. Saya sempet mikir wah bakalan cuan banyak dong kalo kita jual pas exdate, dN tetep dapet hasil splitnya saat reqdate   ",8:53:37 AM,Friday March 26 2021
716,717,rigeladitya,"Membalas : Should be wise at the current condition of the market? I mean Mark meenermini just wrote a single notice that it may be only a s
cek lagi twitternya minervini bu... dia bilang dia stupid, sering CL tapi habis itu sahamnya terbang. sekelas minervini yang gain portonya sudah 57% YTD aja ngalamin kok  ",8:53:27 AM,Friday March 26 2021
717,718,Fajar Oktavaria,"Membalas : Sido, sma emtk ga dibnting
kata dibanting kurang tepat, koreksi sehat menurut saya (sido dan hoki, kalo emtk dia koreksi bentaran lalu lanjut trennya)",8:52:31 AM,Friday March 26 2021
718,719,Petro,"Membalas : Emang belum tentu sie, tapi melihat gelagat toko beras kemarin ditenggelamkan 7 hari 7 malam, makanya sedia pelampung kalau gak
Sido, sma emtk ga dibnting",8:50:22 AM,Friday March 26 2021
719,720,Reny,"Membalas : Emang belum tentu sie, tapi melihat gelagat toko beras kemarin ditenggelamkan 7 hari 7 malam, makanya sedia pelampung kalau gak
Emtk engga.",8:49:48 AM,Friday March 26 2021
720,721,Fajri Maulan Furqan,"Membalas : CMIIW, harusnya kita untung dong ? Anggap saat SS kita beli di angka Rp. 940 x 10lot = Rp. 940.000, lalu naik hingga ke 1000 pa
Stock split beda sama deviden pak. Kalo mau dapet yang di split, stock nya ya harus di hold sampai hari perdagangan dengan nominal baru.

Mungkin bapak ngiranya kayak deviden ya yang dicatat di cum date trus tetep dapet deviden walau dijual",8:49:28 AM,Friday March 26 2021
721,722,Mbah Bedjo,"Membalas : bukan ARB, belum tentu itu. @C4lcio belum tentu juga pak. harga sahamnya dibagi pak, jika SS dengan rasio 1:3 misalnya, harga
Emang belum tentu sie, tapi melihat gelagat toko beras  kemarin ditenggelamkan 7 hari 7 malam, makanya sedia pelampung kalau gak bs berenang",8:48:58 AM,Friday March 26 2021
722,723,Andre Salim,"Membalas : How Stocks are Sold  A good business man advertises his goods and that is what the manipulators do. When they wish to distribut
replace ""stock"" with everything include religion, politic, etc  ",8:48:52 AM,Friday March 26 2021
723,724,Rolando,"Membalas : Arb pak
bukan ARB, belum tentu itu.

@C4lcio belum tentu juga pak.

harga sahamnya dibagi pak, jika SS dengan rasio 1:3 misalnya, harga sahamnya jadinya dibagi 3,
tapi lot yang dimiliki juga dikali 3,
semua terjadi ketika exdate, tidak ada proses lagi setelahnya.
hitungan2 bapak diatas itu ndak valid.",8:46:56 AM,Friday March 26 2021
724,725,Fajri Yusuf,"Membalas : tahu ndak apa yang terjadi di exdate ketika SS?
Arb pak",8:44:28 AM,Friday March 26 2021
725,726,Fajri Yusuf,"Membalas : tapi harga tinggal setengahnya jadi secara total nilainya sama
CMIIW, harusnya kita untung dong ? 
Anggap saat SS kita beli di angka Rp. 940 x 10lot = Rp. 940.000, lalu naik hingga ke 1000 pada closing cumdate. 

Keesokan harinya saat exdate ARB, sehingga turun ke Rp. 930x10lot = Rp. 930.000 dan kebetulan seluruh lot kita terjual pada saat itu jadi saya merugi Rp.10.000. 

Lalu saya akan dapat 20 lot cuma-cuma saat reqdate ? Yang mana kalau kita jual 20 lot di saat SS = 20 lot x 465 = Rp. 930.000",8:41:54 AM,Friday March 26 2021
726,727,mY,"Membalas : Kalau ada puluhan ribu lot keluar dari sekuritas XX di SSMS ya saya CL berarti.
Sekuritas SP ya pak de ?",8:41:50 AM,Friday March 26 2021
727,728,Benhan,"Membalas : Lha.... Sama..... Saya jurusan IT tapinya    
Pak Jafar ternyata ga tua2 amat ya... haha baca postingnya saya bayangin umur 60-an, ternyata segenerasi   ",8:41:37 AM,Friday March 26 2021
728,729,Benhan,"How Stocks are Sold

 A good business man advertises his goods and that is what the manipulators do. When they wish to distribute stocks and get them into the hands of the public, they use the newspapers in every way possible to advertise the stock. Their fluctuations are given wide publicity and everything possible is done to attract the public.
It requires wide fluctuations and activity to entice the public to take a hand. 

They may pay very little attention
to a stock selling around 40 when it is only fluctuating 5 or 6 points in three or four months, but when this same stock reaches 150 and begins to fluctuate 5 and 10 points each day, everybody talks about it. They see great opportunities for making big profits and begin to trade in it. The result is that the wide publicity and advertising induces the public to buy all the stock at a high price. Then the decline starts. They hold on and hope, and nothing much is said about it until the stock gets near the bottom, when all the bad news comes out and everybody talks about it. ",8:39:59 AM,Friday March 26 2021
729,730,Bapakne Naila,"Membalas : Karena masih distribusi. Ini sama dengan SAME juga
Kalo saya sih ngira masih reakum lagi, bikin flag. Belum ada selling climaxnya, volume turun kmaren juga rendah",8:38:57 AM,Friday March 26 2021
730,731,Salim,Info tentang ri brms dong suhu  ,8:34:26 AM,Friday March 26 2021
731,732,Benhan,"Membalas : mantap, 2 hari ini harga dijaga sih padahal merah padam IHSG
Karena masih distribusi. Ini sama dengan SAME juga",8:33:56 AM,Friday March 26 2021
732,733,rahmad,"Membalas : Dinaikkin donk biar ritel tertarik beli. Dibuat kayak anak tangga sampai distribusinya habis... bisa lama ini kalau barangnya ba
mantap, 2 hari ini harga dijaga sih padahal merah padam IHSG",8:32:15 AM,Friday March 26 2021
733,734,Meneer Greg,"Membalas : Should be wise at the current condition of the market? I mean Mark meenermini just wrote a single notice that it may be only a s
Market quote:

You are right, until proven wrong!",8:31:45 AM,Friday March 26 2021
734,735,rahmad,"Membalas : Ketika berita positif dikeluarkan untuk salah satu emiten, itu pertanda akumulasi sudah cukup dan insider siap TP. Ngundang reta
akumulasi sudah cukup berarti mau dinaikkan dulu apa mau disiram sampe harga awal di 100an lagi?",8:30:03 AM,Friday March 26 2021
735,736,Mas Bro,"Membalas : lagian ga ikutan tren digital2 sih kayak ihsg   stuck kan..coba kapal digital, ga akan stuck lama gitu  
Kapal digital        ",8:25:07 AM,Friday March 26 2021
736,737,Benhan,"Membalas : berita 2 hari lalu 
Ketika berita positif dikeluarkan untuk salah satu emiten, itu pertanda akumulasi sudah cukup dan insider siap TP. Ngundang retail buat beli",8:24:58 AM,Friday March 26 2021
737,738,Johny,apakah terbang atau saatnya ANTM kembali ke 1000an?,8:21:00 AM,Friday March 26 2021
738,739,Herni,"Membalas : Sekilas penerawangan... No new low < 6058 will bring JCI to minimum 6149, likely target 6248 once clear broken support 6195. G
Should be wise at the current condition of the market? I mean Mark meenermini just wrote a single notice that it may be only a snapback,not real bounce and also he has 100% in cash",8:18:36 AM,Friday March 26 2021
739,740,Erich,"Membalas : dah seperti ada truk melintang di jalan tol. gak bisa ke mana2. mau muterin tanjung harapan? berapa ribu km tuh.
lagian ga ikutan tren digital2 sih kayak ihsg   stuck kan..coba kapal digital, ga akan stuck lama gitu     ",8:16:00 AM,Friday March 26 2021
740,741,hery,dah seperti ada truk melintang di jalan tol. gak bisa ke mana2. mau muterin tanjung harapan? berapa ribu km tuh.,8:14:20 AM,Friday March 26 2021
741,742,hery,"Membalas : Uwoowwww    
sibuk mancing ikan",8:12:23 AM,Friday March 26 2021
742,743,Dante Darmawan,"Membalas : *ESSA* https://www.thejakartapost.com/paper/2021/03/23/ris-pau-to-build-blue-ammonia-plant-in-central-sulawesi.html
Berita kapan ini..  ",8:05:01 AM,Friday March 26 2021
743,744,Lord [IHSG] - REBOUND IS REAL,"Membalas : https://www.cnbcindonesia.com/market/20210324141434-17-232525/diskon-gede-karyawan-bisa-beli-saham-bank-agro-murah-meriah
Lanjutkan turunnya  ",7:55:59 AM,Friday March 26 2021
744,745,Kaanz ,"Helo everybody, good morning :sun_with_face:",7:44:42 AM,Friday March 26 2021
745,746,Meneer Greg,"Membalas : Semoga ihsg ikutan Pak
Amin pak   

Harapan kita semua",7:00:55 AM,Friday March 26 2021
746,747,Kevin SP,"Membalas : Jakarta cerah pak   
Semoga ihsg ikutan Pak",7:00:25 AM,Friday March 26 2021
747,748,Jafar Sim,"Reminder aja ya, hari ini ijo bukan berarti ihsg meroket to the moon, hari ini ijo berarti mgkn senin merah lagi   supaya hati hati aja jgn terlalu euforia   bagaimana pendapat pak @JuthaBram  ",6:34:53 AM,Friday March 26 2021
748,749,Hendro Masori,Sempet 17.007,6:26:01 AM,Friday March 26 2021
749,750,Hendro Masori,"Membalas : Siapa yg jadi anggota ke 17000 beruntung
Kemarin udah lewat. Lagi pullback",6:25:49 AM,Friday March 26 2021
750,751,Masjoe,Keluar trus masuk lagi ahhhh,6:24:57 AM,Friday March 26 2021
751,752,Hauw,,6:19:45 AM,Friday March 26 2021
752,753,Hauw,"Membalas : Photo
Wrongkest question : bandare sopo
Alamate bandare neng ndi
Aku lek meh ngopi silaturahmi karo ngudut
Mugo mugo dikei bocoran

",6:15:07 AM,Friday March 26 2021
753,754,Listyo Ariadi,"Ini adalah foto
Akhir nya, moga ihsg ikuti",3:22:34 AM,Friday March 26 2021
754,755,hmin918,"Membalas : Msh ada peluang ijo kok om, coba backtest ke crash 2008. 2 hari yg lalu yaitu kemaren dan lusa lalu pas ultah bottom IHSG, candl
beda posisi MA200 dan macd monthly",3:13:16 AM,Friday March 26 2021
755,756,Gue Keren,"Membalas : Photo
Msh ada peluang ijo kok om, coba backtest ke crash 2008. 2 hari yg lalu yaitu kemaren dan lusa lalu pas ultah bottom IHSG, candlenya sama persis kyk 2009 pas ultah bottom thn 2008. Klo history repeat itself, besok berarti ijo.",2:31:21 AM,Friday March 26 2021
756,757,rigeladitya,"Sedang ubek ubek chart IHSG nyari tau arahnya mau ke mana, eh baca ini.     *tutup chart
Ini adalah foto",2:16:34 AM,Friday March 26 2021
757,758,Denny Wang,@ahauw ko ahauw. Ak ada japri ko... Tolong mohon di baca ya ko.. personal..,2:02:29 AM,Friday March 26 2021
758,759,Charles Prop,"Membalas : [BREAKING] BBRI memutuskan untuk membagikan Rp12 triliun atau sekitar 65% dari laba bersih tahun 2020. Dengan demikian, dividen
Di newsnya bukannya 160an ya?",1:08:57 AM,Friday March 26 2021
